cmt_col,labels
"Thớt óc chó, dư lợn viên ăn cám heo, con bò đỏ ngu si..thằng đàn ông rẻ tiền mất dạy..1 con người khốn nạn..",2.0
Iu,0.0
Dell cần loại súc vật như mày,2.0
bồi cho cái cc nhá,1.0
Abe lớn thật ròii ông giáo ạ,0.0
được ông :))),0.0
Bỏ cái tôi đi thì cũng ok thôi,0.0
Thắm thối lồn viết văn dài quá. Cần địt gì để ý cái bọn ko biết gì . :)))),2.0
nữa đêm coi cuời ẻ https://facebook.com/l.php?u=l-fb.co/profile/id-100934216506881,0.0
Hướng Dương lên google search Tim Cook nó cho hàng nghìn kết quả nhé.,0.0
Đã bán xôi rồi mà nó ko tha,0.0
Đây mới là người có bản lĩnh thực sự 👍,0.0
sau có con thì nó hỏi sao xưa bố đánh mực ngu bị ngta chửi nhiều thế !! mà chắc lol gì loại m lấy đc vợ,2.0
cái loại mày ngang lắm Con ạ về bảo bố mẹ dậy bắt bố đời lại địt cụ thằng mắt lá dăm,1.0
Thuyết cực kì phục,0.0
trọng tài đẹp trai quá,0.0
Bởi ta nói nhìn mini map nó quan trọng mà nhìn mini map là xử lí khác r,0.0
Nãy h yên bình quá..Ko thấy đóm táp nhỉ,1.0
tôi có xem ông đi rừng Hacerim 2/17 rank Vàng rồi ạ. Thật là bái phục,0.0
Vcl fb fake mà các bố cmt nhưu thật sợ vcl,0.0
"Đa số bố mẹ lao vào kiếm tiền bất chấp cả gian dối , tham nhũng thì con nó cũng bất chấp vì tiền. Thay bằng kiếm tiền xứng đáng và giành thời gian tình cảm cho con thì con nó cũng vì bố mẹ.... cha nào con lấy. Công bằng thôi chỉ là khôn dại đồng tiền loá mắt",1.0
 còn . Mẹ MX thằng chó ông bà già MX dcm cái lollll vợ MX ... ông bà già MX chết hát,2.0
cố lên,0.0
Bài này k hay lắm,0.0
Hỏi thật là ông có thấy nhục không? Cầm đồng lương từ tiền của nhân dân VN ông không biết xấu hổ với lương tâm à?,0.0
đcm bọn ăn cháo đá bát,2.0
Người ta nghèo mới buôn bán nhỏ lẻ nay bị lừa mất xe vẫn không yên với mấy đứa óc toàn cứt.,2.0
Đưa nó vào nam đi cho nó gặp toàng người quen,0.0
Lợi clmn chứ lợi,1.0
Nản ngực giá bao nhiêu vậy chị,0.0
lên đây tifm nhau đê,0.0
Ôi bố cái lũ thanh niên hãm lol. Đẹp mặt quá 😒😒,2.0
"Cách ly vẫn tranh thủ tạo chút scandal câu like, đánh bóng tên tuổi, xuất viện đăng đàn xin lỗi! sợ thật sự cái anh Tiệp này 🙏",1.0
ko thêm cánh cụt thì mai đổi cccd thành Linh single mom mất:),0.0
"xin lỗi đc cái j,NGHĨ ĐIIIII",0.0
From Mixi With Love ❤!,0.0
Bọn này còn biết đến ai khổ ai đau đớn,1.0
Ông nên thay đổi triết lí tấn công sang phòng ngự thật chặt chẽ thay đổi tư Duy đa dạng trong cách chơi sử dụng 5 hậu vệ và bà vệ tiền vệ trung tâm mới hay giúp cho đôi tuyển Việt Nam chơi hay hơn,0.0
đcm m,1.0
"Lời nghe và hiểu đc 2 câu, chắc t phải học lại trình NGHE - HIỂU lớp 1 😨😨😨",0.0
má ác thế,0.0
mài có óc để suy nghĩ ko add? cái đồng băng đó mài tính đào hồ bnhiu cho đủ hả thằng ngu?,2.0
"Bọn cặn bã của xã hội,ko làm đòi ă ngọn,tốt nhất ăn cứt mà sống đừng có đi lừa đảo người lành",2.0
Giọng phải giả như con nít giống như vừa nói vừa ngậm nguyên cái cc. Trích từ bài hát của ai đó,0.0
Sao k mổ cho thằng bố con mẹ lão bác sĩ chết ra đấy rồi bảo đúng quy trình? Địt mẹ chúng mày lũ sâu mọt thối nát.,2.0
Cái đám chết chạy đấy thì nó ghét cs đến xương tuỷ còn gửi tiền về? Gửi đc bn khi làm nail culi lo cuộc sống chưa xong dư dả quá ha :)) còn Việt kiều thành đạt kiếm tiền còn gửi về tổ quốc thì chắc chắn ko có time mà lên fb share 3 cái tin rồi chửi ch,2.0
Dã man quá,0.0
":))) vl t có phải đóm đâu, m ngoo à",1.0
ngu chết mẹ đi,2.0
"Việt Nam có văn hóa từ chức, hãy để cho bộ mặt đẹp trước khi về nhà ông nhé",0.0
"ngài ngầu ác, chiến dữ z",0.0
có cái nút unlike mà bấm rồi phắn cmmd,1.0
con chó,1.0
Nhị Thắng cực địt lol mẹ mày,2.0
mầy là thằng trọng tài khốn nhất thế giới do thằng kia,2.0
"có ai biết làm cách nào để tìm lại được, đồng đội, đồng chí, hay bạn hữu cùng đơn vị của người trong bức ảnh không.",0.0
r là hiền dữ chưa hả mấy con nhặng đ ít phát sáng,2.0
Thiện chí trong các việc liên hệ .Nhưng vợ con lại của mình lại ko đc như vậy,0.0
ở VN có bọn dư luận viên ăn tiền tài trợ từ TQ. Chấp nhận kiếp sống chó săn :),2.0
1 đòn nữa thui mà còn cố nhây thì chấp nhận thui,0.0
Bóng dơ,1.0
Sorry cc m,1.0
Hot girl?? Đáng ra phải là pónk dơ chứ nhỉ???,1.0
Kazuki Kiya haha. Hồng Nhan đéo phải làm với thằng katm. Cái đơn giản nhất mày còn sai nói chi mấy cái phức tạp,1.0
Nghiệp đến nhanh lắm,1.0
@Bé Hoan Banana ?,0.0
"Nói tóm lại là thời gian này A chung đang bị ngáo đá nên toàn nói lung tung, hầu như phát biểu không có chuẩn mực ))) Thương cho Dân thủ đô có người đứng đầu vô liêm sỉ ......... Tốt nhất cho A í vào trại cai tiền thôi kkkkkkkk",1.0
Ngu người,1.0
"Lại Ngọc Tuyền Phúc FB thằng ml đây r ae ! Ae uốn lưỡi, buông lời đi =))))",1.0
Choán hông 😌,0.0
Bảo khoe mới khoe chứ không phải cố tình đâu nhé 😌,0.0
"Bất cần đời, but cần em :3",0.0
ông kêu không binh ai xong đi chửi thằng Quyền thảo mai đểu xong kêu thằng Mực tồ tồ nên dễ bị dắt ? Wtf ông Ms là người cần đọc lại đấy ?,1.0
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",1.0
Quang Quang Tường cãi lộn cát không,0.0
"Ko so với mấy nước trong khu vực đi thằng cha mày, cái cc j cx nói đc, nghĩ mình thông minh thâm thuý à:))",2.0
ý là mình già r đó cô=)),0.0
"Bán nước rõ ràng rồi, các cháu dư luận viên còn gì để sủa ko?",1.0
 có ck rồi còn muốn làm single mom nữa hả ní,0.0
Bắt được bọn này lấy kim chọc mù hai mắt rồi thả,2.0
Biết sao thua ko do ko đánh nhà cứ Q xong thua cứ ơ ơ thôi còn kêu nó đánh chết thì đánh thường 1 cái là hồi máu r cứ háu chiến thì thua thôi ez,0.0
dkm toàn acc fake,1.0
anh này chơi game hay quá :)),0.0
Uyên Thu tag chị mình vào này,0.0
Thanh Trẻ Trâu đm :)),1.0
Ngọc Bình Má đó hài thiệc,0.0
Ngheo mà yên bình là đc. Tao nói riết giờ thấy uổng công. Tao cứ ở nc ngoài ngồi cười khì khì coi tụi bây đống vài thứ thuế ba láp. Ăn đồ ăn hoá chất. Ra đường thi trộm cướp. Uhm yên bình đi tụi mày ạ. Thấy đất nc xây nhiều cao tầng là thấy phát triễn. Tụi ngu ạ tiền vay ODA ấy con ạ. Rồi đời con cháu chúng mày sẽ trả há há.,2.0
sự thật thì mất lòng-)),0.0
hhhhaâ t cười ỉa hhhh Bố m ra trường từ lúc m bú sữa mẹ rồi Chắt mỗi m biết đi làm mà thể hiện gì v em?,2.0
ngu =]],1.0
thuyết phục cực kỳ,0.0
cay là gì v,0.0
Jack còn văn minh với uy tín à,0.0
"Nguyễn Lê Vĩnh Hưng vấn đề là chọn cầu thủ ở đâu! thế hệ vàng VN đã qua rồi, bớt sống ảo tưởng lại cái.",1.0
Phương Yếncho mình xin cái đơn mình bồi thường nè huhu sợ quá,0.0
Chả bù cho K-ATM tí nào😩,1.0
hhhh nguuu bị ng khác chửi còn k khôn ra,1.0
Chết,1.0
Chắc ti vi hỏng rồi... chứ thắng hay thua chả ảnh hưởng đến KT nhà mình...mai không cày là treo niêu,0.0
to đầu rồi mà ngu vl :)),2.0
cái acc đó h mới lên bk 1 à=)) chậm vãi cc z,1.0
Clm nó dơ như chó rách,1.0
Trần Nhật 🙂 m đọc lại cmt xem t ns đúng hay sai mà m ns t như con bò ở quê m,1.0
"con óc chó gà vườn, trình m tuổi đếch gì đòi mở mồm?",2.0
"Các bạn đọc thông cảm bme của tg ad đi gặm xương rồi, k mang nó theo nên nó xàm lồn, ngồi liếm cứt của bọn Bốc Bãi Cứt ra ăn đấy",2.0
Một xã hội thối nát lam con người thành súc vật,2.0
"Già xóa mẹ game đi già, già khóc lóc nhiều quá trẻ con nó khinh. Già ngu vl già ạ",2.0
Bé Ba vailone:))),1.0
Ngọc Yên con cak:),1.0
Đợi đó nó bồi thường có khi xe tốt còn bị mất phụ tùng nữa đấy,0.0
":))) ng nổi tiếng mà cty thằng rách làm như dân đen muốn gặp là gặp, giờ lấy tiền bịt mõm thằng Vr lại thôi chứ dám kiện tụng gì",0.0
"Xử thật mạnh tay cha con nhà này, xã hội mà tồn tại những người thế này thì loạn mất.",1.0
Lê Luân đừng so sánh lương. Mà hãy so sánh quyền lực và lợi ích. Làm cty tư nhân là người lao động không có quyền lực . Còn làm nhà nước là con cháu các quan chức có quyền lực và nắm trong tay nguồn lực của địa phương vả quốc gia. Vì vậy một người hưởng lương do công sức lao động của mình và một người hưởng lợi ích từ toàn bộ dân địa phương hoặc quốc gia gom lại thì tiền của ai nhiều hơn????,0.0
Trần Nhật 🙂 m đọc lại cmt xem t ns đúng hay sai mà m ns t như con bò ở quê m,1.0
vcl bôi cứt mũi,1.0
5C và 5Đ,0.0
Nghe rất là vô sinh nhưng lại có bầu :)))),0.0
Thối nát quá r!!!!!!!!!!!!,1.0
Tôi rất hoan nghênh tinh thần vượt khó của 1 trọng tài mù,0.0
Tìm bắt luôn hai đứa trên xe là ra thằng kia..,0.0
Đúng là trọng tài bá dơ,1.0
thế làm kèo show cmnd không cu em,0.0
sống chó. Bỏ con. Ăn cháo đá bát như thằng dáck thì ...,2.0
Nói mấy người nghèo cho chết đói. V trc đó gửi đồ về cho minh hiếu làm từ thiện dell gì,1.0
gáy cho cố xong solo thua ngta cay vcl.conten cái lol má m kkkkk :))))) ngu nói mẹ là ngu đi :))) vuầ gửi link của thằng cha khuyết tật nhà m solo thua đó.m coi chưa :))),2.0
TAnh Mạc fan rách cay quá chửi tùm lum,1.0
Thằng này ngộ không giả nha,0.0
sì tai củ l gì thế này??,1.0
Minh hiếu có cặt linh cá lóc có lồn 2 đua bay loạn luan di kiếm đứa con nuoi,2.0
Tôi thấy ông Troussier nên ở ẩn thì tốt hơn cho tất cả nền bóng đá thế giới,0.0
Địt con mẹ mày,2.0
Xã hội bồng bềnh.,1.0
CÔN ĐỒ CỤC SÚC VÔ NHÂN TÍNH ĐỀ NGHI VN. NHÀ NƯỚC VN BAN THƯỞNG.,2.0
bạch kim cx ngồi sủa đc,1.0
I love you 3000,0.0
Dkm con chó,2.0
len rank ct dct đi gap nhau nào,0.0
Ko nhận hối lộ,0.0
tkg đần duy nhất là tkg Kiệt đang nghĩ mình b’ tuốt. Đ’ hiểu ch trõ mõm vào vc ng khác,2.0
Thằng ad page nào đúng là Óc Chó 😒,2.0
"Xã hội bây giờ cứ dàn cảnh như này biết tin ai, 2 thanh niên chắc giả vờ lại hỏi han gì cô này tốt bụng tl phân tâm mất cảnh giác…thương",0.0
Xem bực mình thêm,0.0
Anh dột mức,1.0
Giọng bạn nữ làm tôi,0.0
hhhhh nhìn cách nc biết trẩu 2k8 rồi,1.0
Bác sĩ chữa khỏi bệnh cho một người trả tiền cho bệnh viện nó khác.,0.0
Philippe Troussier hãy từ chức! Ông đã phá nát đội tuyển bóng đá nam Việt Nam rồi!,0.0
"anh jack ảnh đần ác, cay ",2.0
Occho sân cỏ,1.0
đcm,1.0
Sao thấy thằng Vàng trong đây,0.0
rank m đâu r cu?,0.0
nhiều khi ngu quá nên fan rách cũng đéo biết sai mà mù quáng bú nó,2.0
Nhiều ng tán dương thế,0.0
Ngao ngán thanh niên bây giờ không làm mà thích có ăn của thiên hạ Mình sức dài vai rộng tay chân còn mà sao không sống đàn hoàn một chút,1.0
Tú Trinh Đen quá mới dính 😤,0.0
Vương Thiên cơ hội đây r,0.0
Lê Trángg sờ vào bố nó nên nó cắn ghê thật,1.0
não chó thì câm đi,1.0
"chất tướng thì con này đang out meta nhìn vào mùa này là bt sân chơi của pháp sư ,ôg này đánh mãi con mực thì smurf kiểu gì ,Đct mà đánh đúng 1 con",0.0
coppy anh3 clmm tao rip chet me may,2.0
"Kỹ năng thì như cac bày đặt viết cap ""chiều lòng anti"". Đúng là đã n g u còn thêm cả cái xàm lon",2.0
Mày chửi đi ad . Đúng nghề chửi đấy,1.0
ngủ làm sao đc khi bh là csgo time chứ :)),0.0
Mô phật :)))))) Trâm Mai Phương Mai Khánh Ly Thủy Tiên,0.0
@Đạt Henry 0774679582 zalo mình nhaaa,0.0
????,0.0
Cái mặt con bò biểu cảm vãi haha.... đhs tự nhiên thèm thịt bò khô,2.0
Đi đá giải ao làng,0.0
uy tín chó gì bọn độc tài,2.0
Người có tiền mặc gì chả đẹp,0.0
T mà gặp m đi t giết m đấy con chó,2.0
"Trư Bát Giới bạn ơi, nó cố tình uống hạ sốt,khai gian thì bố cụ ô kiểm tra yte ở sân bay biết dc à??? ko thể tha thứ cho con chó này dc.",2.0
Không biết VFF có vào xem bình luận không. Hay là giả điếc như không biết gì nhỉ …,0.0
"Thầy lồn được cái sủa dơ, yêu thầy <3",2.0
"fake con mẹ mày, report ae ơi",1.0
"Không nha,coi ông này đỡ buồn hẳn=)))))",0.0
Cũng chỉ vì luật pháp không nghiêm...... Đề nghị tăng hình phạt lên mức cao nhất,0.0
"i do chính quyền không thắt chặt kiểm soát. Phải lập thành nhiều đội làm mồi giả bộ nai tơ, trang bị bộ đàm không giây để liên lạc khi chứng đến. nhử bọn này đến ăn cắp, bên trong nhảy ra tóm trọn cả đám",0.0
Bắt được phạt hành chính thôi,0.0
Huỷ lễ tang mẹ m à,2.0
Đ.m thằng ad lại dùng IE rồi =))),1.0
bồi thường 5 củ nhé,0.0
"Nguyễn Thị Thủy Tiên miễn là vẫn có tiền trả cho nhân viên thì ngta vẫn làm, nhưng những chỗ khác ko có tiền trả lương thì phải chịu rồi",0.0
"Nghe chán, ko cuốn như mất bài trước.",0.0
trán ngắn tóc dài mồm lai trung cuốc.,1.0
Năm Lê Nguyễn Thu Hằng dm vcl bar con đeo khéo chưa đc 1p giật tung l :)),1.0
"Anh dần lên sóng nhiều chút,,,chứ ở nhà ko đi đâu buồn quá",0.0
Thuong con qua .neu nha con ngheo xin manh thuong quan giup do cho xon tien mua xe khat .xin cam on .,0.0
Xem ngay hậu trường cực hiếm của cô Minh Hiếu : https://www.facebook.com/ComeOut.BuocRaAnhSang,0.0
"Mất dạy, làm trọng tài kiểu j z",1.0
kệ tổ nhà chúng nó chứ mắc mớ gì thế,1.0
Ai kêu không đóng phạt ngay để lâu ngày thì vậy,0.0
Làm đến nơi luôn nha,0.0
đã cay lordai đăng lên bị chửi thối đầu mà công nhận vừa chủ quan vừa ngu =)))),1.0
Dcm mày cút về nước đi,2.0
dr phải bắt nó xin lỗi vợ nó vì bỏ con,1.0
Đồng bọn cả,0.0
người ta giúp xong thì nó ăn cháo đá bát mà vẫn cố bên vực cho nó vậy sao lúc jack bỏ con thì ko ai nói gì tới việc đó v,0.0
streamer chứ đéo phải nhà đạo đức :)) nó chửi k chửi lại để n ngồi lên đầu hay gì ?,1.0
"Bọn no dàn cảnh ăn cướp xe của cô gái .rồi bọn lưu manh này sẽ gặp thất bại trong cuộc sống thôi vì trời phật sẽ trừng trị tụi no ,hãy sống đàng hoàng vì co luật nhân quả ,hãy tin tôi đi và hãy đợi đấy !",2.0
"nguyễn mạnh nếu còn nghèo và dốt, cuộc sống bạn không như mong muốn. thì lỗi của bạn là tư duy. và tư duy thần tượng 1 thằng rác như dách dũng thì cuộc đời bạn còn khổ thôi",1.0
cút về nước đi ông già bất tài,2.0
Danh cho banh cai lon luông con lin loc,2.0
Biến đi troussier,1.0
"Trương Bình chơi game mà t tưởng đóng phim , nghe ứa :))",1.0
"Đây nữa nek, toàn lũ giáo sư tiến sĩ đầu óc cức",2.0
Vã lắm r,0.0
Đm cb mất acc xl t đã lường trc đc điều này r nên hỏi han mấy ôg trọng tài từng mất acc ở world cup ổg trao dồi kinh nghiệm cho mấy ổg mất rất nhiều acc r đấy. Bắt k côg bằng h xl xl cc cl hãm lồn vãi,0.0
mài có óc để suy nghĩ ko add? cái đồng băng đó mài tính đào hồ bnhiu cho đủ hả thằng ngu?,2.0
Bắt đúng tý,0.0
Mù à bị ngu nx,1.0
"Báo chí vn như cái củ căc vậy,tụi nó có con có cháu có ba có mẹ,mà ăn ở k có đức,v thôi cho con ở nhà mẹ di,cho di học làm mẹ gì,an nói xạo xược,ăn k nói có mà cũng bày đặt đẻ con,giáo dục con,cho con di học đm t khinh cái xã hội vn,khinh cái đám báo chí",2.0
Dẹo trai chi,1.0
"trình mày gà như shit :vvv , sợ mấy thằng cày thuê như thằng mực gặp tao đi top mà thấy ilaoi tao hành cho vỡ mồm :)))",2.0
đánh nhà k đánh làm cai gì k ?!,0.0
Bạn muốn biết Sam hay So thì hãy thử trc khi ăn nhá,0.0
"Uầy, thế mà có cái hội lúc nào cũng ngông ngóng cái lũ đu càng đó gửi tiền về đó, chậc chậc😞",1.0
Một thằng ngu,1.0
Chị ba vàng ngọc có cây đinh mọc giữa dái :)),1.0
Ok thầy ;v,0.0
"Bạn không xứng đáng được tha thứ, vì bạn đã hành xử thiếu văn hóa lặp lại nhiều lần với đội tuyển Việt Nam",0.0
